,GPS,IMU,VelocidadLlantas,PorcentajeLlenado,KilosProcesados,VelocidadTrilladora,NivelCombustible,Kilometraje,NivelAceite,PresionLlantas
2419,78.24,84.64,40.65,5.15,91.74,83.76,13.52,95.73,37.07,60.06
2420,22.07,71.92,65.16,67.58,98.62,13.69,68.28,45.95,60.42,65.18
2421,51.39,81.4,53.06,59.46,97.89,84.29,86.64,10.36,60.42,20.57
2422,77.3,79.78,93.24,52.93,19.17,32,67.68,14.72,93.62,23.24
2423,5.36,38.5,1.75,65.49,3.98,38.97,98.37,58.67,97.14,75.83
2424,1.04,91.17,65.11,61.62,56,77.71,67.48,97.93,56.07,81.7
2425,67.72,92.95,84.27,18.6,94.69,94.87,95.26,89.29,36.63,97.35
2426,92.02,95.62,31.88,53.52,44.54,43.75,55.54,18.21,91.03,62.9
2427,93.56,54.62,26.98,95.17,5.42,72.05,88.85,1.12,65.1,63.15
2428,60.83,38.67,61.25,20.02,7.58,6.98,41.25,53.62,73.64,20.7
2429,14.75,4.08,78.32,22.63,3.1,80.02,24.74,19.43,6.14,81.83
2430,38.44,28.67,55.96,89.45,23.38,58.49,40.55,96.86,43.1,94.35
2431,2.4,20.57,49.19,63.68,4.57,44.12,30.73,14.2,60.94,54.55
2432,7.43,52.17,64.52,98.09,98.03,41.52,12.43,37.72,7.9,84.41
2433,24.58,49.62,71.81,53.93,87.41,37.1,19.08,74.05,11.56,75.68
2434,50.83,12.23,45.82,46.45,67.23,84.03,95.35,69.95,8.37,42.77
2435,31.59,85.88,56.93,66.04,46.96,12.17,75.86,6.65,41.55,7.15
2436,91.66,84.78,10.68,64.51,55.13,94.32,72.32,98.06,71.68,36.94
2437,69.9,59.06,95.87,17.34,5.31,83.98,5.59,98.55,87.15,76.9
2438,7.39,66.13,28.86,68.27,40.63,27.03,89.61,60.99,74.95,69.99
2439,61.82,70.92,59.87,78.48,45.95,85.16,51.09,8.76,54.19,75.86
2440,78.45,85.12,29.09,6.05,39.33,66.62,77.11,75.5,58.82,85.36
2441,35.32,12.58,74.79,53.31,55.76,24.97,99.33,19.58,93.03,21.48
2442,12.38,28.39,85.16,3.71,14.24,47.99,10.34,88.73,1.33,21.97
2443,46.61,80.12,43.42,37.51,17.48,48.82,73.12,40.19,48.81,18.84
2444,51.35,12.78,82.15,20.85,96.3,90.77,10.6,44.68,13.96,74.8
2445,46.6,7.11,75.22,71.21,30.43,18.99,49.6,75.58,26.03,93.62
2446,18.21,67.39,64.13,44.9,2.04,54.64,7.66,55.57,19.36,80.26
2447,15.82,98.16,48.61,10.87,83.9,49.44,0.01,73.75,50.87,89.56
2448,98.68,33.69,35.97,55.89,5.52,74.62,59.67,84.17,6.73,26.86
2449,55.9,73.25,38.16,59.66,17.55,69.35,36.49,84.75,94.31,34.52
2450,77.69,91.85,20.1,4.68,75.13,81.46,11.02,9.43,32.26,15.37
2451,70.6,33.59,46.99,16.84,36.08,0.91,43.56,19.2,77.49,64.94
2452,95.33,47.51,33.1,84.63,41.9,49.41,6.84,91.13,47.96,53.4
2453,62.28,36.32,8.65,50.03,3.81,90.17,94.25,94.8,72.88,96.43
2454,95.85,95.69,24.79,11.81,49.02,30.76,49.7,84.38,7.81,11.95
2455,64.93,56.75,6.39,1.6,34.31,21.27,7.69,20.76,14.48,36.11
2456,50.76,87.8,44.96,18.7,45.1,78.78,37.01,83.6,48.39,31.13
2457,17.25,30.25,93.31,49.86,34.53,91.66,98.27,45.18,72.36,0.77
2458,22.38,88.58,72.69,72.26,62.91,12.79,30.33,7.82,30.72,93.73
2459,52.76,48.11,32.14,93.93,10.1,46.51,4.53,72.82,52.11,49.53
2460,72.56,69.18,21.71,2.79,1.49,21.49,50.43,86.11,18.57,29.7
2461,7.46,71.73,14.44,10.35,87.27,28.16,74.23,79.23,66.09,46.8
2462,78.9,91.6,59.31,6.48,59.43,63.7,25.86,4.46,35.37,85.3
2463,35.23,68.8,21.46,12.29,10.17,38.75,15.23,40.48,12.36,21.63
2464,65,35.77,79.46,44.33,34.69,72.68,73.81,11.21,18.53,16.16
2465,96.17,58.92,94.51,50.93,41.21,80.22,70.93,54.56,96.39,59.5
2466,1.27,96.32,68.46,98.4,60.16,64.56,39.99,92.92,72.34,80.32
2467,9.6,44.79,17.5,71.92,29.19,84.64,79.75,27.04,29.56,46.74
2468,28.72,30.19,54.02,60.32,17.84,49.76,57.45,34.58,85.2,4.14
2469,19.4,93.29,9.75,18.32,12.96,25.03,1.46,1.38,57.37,15.72
2470,99.26,65.08,72.66,88.06,59.39,13.71,2.94,18.39,98.68,52.68
2471,37.78,22.73,5.19,97.27,58.74,44.67,14.92,69.21,92.5,30.31
2472,71.75,0.09,8.49,92.75,78.82,19.93,44.93,40.62,36.5,83.68
2473,91.98,77.5,23.4,17.38,64.56,8.2,15.58,51.48,69.92,7.34
2474,23.96,86.99,91.47,43.79,45.1,82.62,45.74,7.41,46.24,62.05
2475,46.31,10.37,20.33,75.7,31.4,86.74,76.35,25.06,4.55,14.18
2476,17.74,59.13,67.72,6.17,28.4,17.5,9.29,96.3,8.11,11.47
2477,71.24,8.44,32.8,50.47,89.58,6.33,68.03,1.41,65.07,59.23
2478,54.1,83.95,6.09,78.09,70.55,50.17,62.54,56.93,63.04,94.52
2479,48.19,74.01,43.03,56.48,27.88,19.8,49.53,22.73,5.41,53.76
2480,59.83,34.07,43.86,73.59,55.27,66.58,84.42,73.64,60.4,34.89
2481,75.26,63.17,26.03,98.98,21.06,97.21,15.88,50.42,43.41,63.58
2482,31.29,6.59,27.13,60.41,72.8,18.14,35.22,80.83,50.73,5.97
2483,96.92,44.98,86.73,56.84,80.66,8.07,97.45,55.26,83.88,77.58
2484,50.7,40.92,85.03,28.6,33.99,58.74,4.32,53.39,97.9,62.66
2485,80.53,0.44,34.02,95.03,31.32,32.19,29.27,35.08,32.84,14.2
2486,46.34,19.29,13.18,24.54,6.06,87.96,9.03,41.77,22.01,61.79
2487,72.73,41.16,71.63,57.01,98.87,60.26,18.43,68.94,93.82,74.11
2488,12.92,58.38,53.34,41.61,86.71,55.63,37.23,97.02,19.38,20.41
2489,36.43,89.27,70.91,50.81,74.25,52.39,73.28,89.37,77.93,83.45
2490,75.77,50.83,94.76,73.57,93.17,91.66,68.23,41.44,42.07,18.31
2491,25.13,34.49,76.45,69.53,46.78,14.69,69.07,15.65,4.92,77.02
2492,10.85,80.8,83.98,57.15,84.24,70.24,17.51,30.61,92.94,83.91
2493,20.31,15.12,5.59,46.42,64.4,5.47,59.79,3.73,65.58,36.53
2494,22.52,2.36,98.7,29.18,62.53,73.27,79.57,33.14,98.74,70.55
2495,20.75,45.83,92.49,65.74,79.76,68.01,45.11,85.83,32.7,97.5
2496,28.1,5.66,72.18,31.71,30.38,53.5,64.36,3.62,54.16,10.86
2497,40.53,81.04,31.39,70.58,61.81,95.28,96.07,16.36,35.81,10.03
2498,1.39,62.52,46.59,57.75,69.46,32.56,12.83,65.11,23.23,16.87
2499,90.89,4.24,33.98,86.71,89.32,24.05,64.81,3.83,52.41,53.05
2500,32.75,77.42,60.7,83.38,18.62,74.1,5.32,81,64.99,83.19
2501,44.52,16.6,11.68,95.65,3.74,16.89,51.49,41.89,87.66,14.1
2502,7.95,28.13,2.66,64.71,11.56,3.01,16.76,45.19,82.88,16.65
2503,15.6,10.55,90.23,76.27,79.81,35.11,8.93,33.45,85.47,79.03
2504,20.75,29.05,33.1,41.24,12.26,84.04,21.05,38.52,30.13,97.82
2505,84.13,11.51,88.79,75.49,42.2,53.52,8.66,70.4,73.37,70.92
2506,94.68,34.68,70.71,67.24,95.82,8.51,47.75,34.62,56.35,16.96
2507,90.13,40.65,76.85,51.42,40.67,72.87,24.54,21.52,27.21,24.54
2508,70.59,21.81,41.85,15.42,78.6,86.63,72.91,91.55,32.35,87.17
2509,27.16,64.29,15.78,93.86,73.69,75.76,48.68,99.11,81.16,71.6
2510,38.48,56.73,37.1,92.62,79.61,28.88,71.26,23.57,9.43,12.4
2511,68.32,96.45,92.41,43.79,20.63,39.04,32.16,14.35,68.68,55.33
2512,10.94,36.54,91.28,55.56,96.39,19.22,54.5,55.87,18.83,41.73
2513,49.9,82.72,7.84,5.56,26.39,26.96,80.16,55.85,37.69,17.99
2514,17.34,29.02,13.22,67.44,15.15,45.25,61.31,80.24,7.25,43.52
2515,9.33,42.11,68.59,80.2,3.53,80.21,6.65,81.66,61.18,44.66
2516,64.52,26.47,80.53,23.63,15.76,36.35,58.57,68.76,38,86.67
2517,90.41,27.48,44.65,0.37,33.24,65.58,69.43,59.53,66.82,53.27
2518,36.6,51.68,64.55,79.97,54.78,44.23,65.44,41.81,36.46,31.66
2519,75.3,93.84,45.39,16.83,57.82,95.37,90.84,6.58,30.84,9.08
2520,1.13,60.78,44.35,56.94,69.51,36.52,6.89,30.32,49.12,49.84
2521,54.92,75.14,85.04,95.54,92.68,41.94,83.89,5.96,75.8,11.08
2522,43.92,19.26,68.96,78.14,58.78,77.8,35.02,22.43,62.48,34.35
2523,16.6,42.35,7.18,73.95,26.37,61.69,57.97,0.6,44.29,77.61
2524,36.36,36.84,67.65,35.15,77.73,68.92,86.6,44.6,69.38,68.33
2525,50.86,87.95,1.51,3.61,96.58,60.91,82.11,10.22,22.95,72.96
2526,0.24,95.4,66.8,46.53,57.58,50.86,48.57,56.9,67,68.76
2527,43.81,87.51,94.88,11.63,26.46,98.26,28.67,93.78,18,11.36
2528,61.93,45.88,11.53,43.94,14.19,15.31,84.72,69.84,62.68,81.09
2529,68.35,3.85,16.9,14.82,89.42,90.04,59.3,23.94,8.17,79.89
2530,34.45,67.56,10.27,57.46,66.68,24.28,46.91,61.22,70.78,54.54
2531,3.64,16.57,85.29,62.37,73.76,71.95,87.26,77.15,18.08,35.06
2532,42.12,83.42,90.42,50.08,13.92,22.3,39.16,86.46,98.02,8.96
2533,15.38,77.97,30.46,41.12,18.64,41.17,57.62,55.56,79.61,94.17
2534,8.62,2.58,89.55,75.22,15.34,51.71,64.16,40.91,85.61,20.87
2535,23.31,38.45,54.33,80.42,12.27,81.05,50.79,6.92,29.85,66.43
2536,98.83,60.39,87.38,41.99,30.4,90.15,24.39,93.15,58.01,31.92
2537,72.55,34.55,50.84,14.07,5.71,51.41,76.99,61.37,88.77,39.06
2538,90.15,34.26,62.98,7.9,40.79,26.35,34.77,13.25,4.77,16.37
2539,66.35,93.62,1.32,31.77,30.96,98.71,80.64,86.87,56.26,58.82
2540,17.51,85.38,88.41,43.13,66,36.59,21.68,14.6,72.93,11.86
2541,66.27,61.42,52.94,70.05,72.64,63.46,45.98,97.09,28.37,37.18
2542,15.69,0.21,28.32,26.16,26.76,37.3,87.51,56.19,88.78,64.02
2543,21.48,12.94,1.05,72.83,95.7,1.94,3.25,2.82,78.26,66.5
2544,75.03,44.63,44.82,89.88,92.22,83.45,36.91,82.72,29.06,16.25
2545,40.79,49.45,0.59,44.5,83.31,20.28,21.52,38.51,36.41,67.91
2546,67.62,98.01,21.4,86.39,89.36,89.61,84.63,51.54,82.91,81.03
2547,36.79,18.84,6.44,26.5,61.04,87.57,77.58,20.51,3.72,97.93
2548,11.14,25.64,25.34,97.1,94.38,97.51,68.78,47.49,74.39,82.02
2549,55.49,43.41,66.11,52.74,22.32,19.21,63.35,43.31,67.52,55.5
2550,21.5,73.62,89.71,7.31,17.72,97.2,87.58,25.38,10.38,56.8
2551,23.3,28.15,97.12,30.34,45.27,41.8,49.51,84.62,57.17,47.05
2552,14.79,61.95,30.23,99.97,85.34,54.24,80.51,66.29,99.15,54.09
2553,10.24,5.91,26.05,43.58,42.39,29.96,22.8,14.11,14.57,30.56
2554,40.42,73.25,2.75,28.83,43.94,63.55,88.26,14.55,64.26,48.38
2555,48.97,55.72,38.44,74.52,36.84,9.68,34.75,58.17,58.61,19.9
2556,16.03,23.9,59.34,24.64,31.11,68.66,6.62,22.78,89.2,59.18
2557,56.39,98.94,88.43,61.85,24.13,96.68,48.58,35.53,60.55,25.08
2558,34.73,30.46,29.13,7.34,38.1,50.98,69.6,10.23,42.3,71.55
2559,61.45,16.04,39,24.41,31.26,29.41,62.91,21.65,32.84,61.52
2560,26.98,74.31,91.33,26.27,44.89,9.38,1.49,60.06,67.32,50.38
2561,78.12,30.31,51.17,98.3,59.39,34.43,52,57.64,21.5,90.22
2562,70.73,27.9,15.11,92.99,95.88,55.75,36.11,21.9,87.32,24.14
2563,52.37,36.48,69.14,85.64,2.31,59.19,82.87,52.9,94.87,73.87
2564,92.26,86.05,7.01,88.74,27.38,10.76,32.71,86.2,81.99,45.61
2565,72.69,5.67,29.23,68.8,5.97,93.73,34.91,28.35,64.41,31.79
2566,18.56,44.11,8.97,91.5,55.26,98.7,51.36,30.71,11.71,58.92
2567,59.02,2.16,80.98,81.49,15.24,77.23,88.92,96.75,92.17,59.78
2568,35.18,11.97,11.34,34.44,82.67,21.37,13.56,97.75,99.22,52.8
2569,50.52,27.53,71.32,83.99,20.05,26.78,10.63,9.9,81.19,6.63
2570,38.97,3.5,26.17,75.47,7.55,93.94,99.95,95.58,85.61,67.31
2571,14.38,59.84,43.13,68.2,37.83,5.83,85.09,2.14,90.19,63.66
2572,84.53,64.86,4.99,22.11,88.34,64.19,35,86.12,8.2,73.14
2573,78.92,94.72,81.07,15.12,80.41,0.54,90.6,64.22,84.99,49.13
2574,71.27,69.88,9.93,54.14,72.47,88.97,60.22,40.64,4.52,16.46
2575,38.66,53.77,22.72,13.56,66.22,78.34,66.84,81.93,12.47,11.24
2576,11.02,40.94,79.87,88.13,26.34,18.94,89.1,19.23,2.9,51.36
2577,77.25,60.06,54.81,88.89,43.87,3.22,72.13,80.83,99.5,80.11
2578,77.76,20.61,16.12,60.89,85.8,86.66,37.66,92.03,52.57,18.43
2579,50.96,0.41,88.1,61.58,84.67,94.03,87.57,78.58,54.58,91.22
2580,49.74,81.22,4.67,78.04,55.42,69.79,38.5,48.58,49.87,47.83
2581,71.88,60.8,79.16,7.46,76.21,11.21,67.56,50.46,80.61,80.57
2582,71.43,8.83,38.19,92.74,20.41,59.04,84.63,76.95,45.07,10.94
2583,1.19,82.15,71.76,28.33,48.58,37.2,54.59,71.21,27.33,65.47
2584,85.19,91.45,49.43,54.21,3.5,35.58,27.62,96.43,47.03,81.53
2585,91.76,49.27,38.51,53.46,53.9,26.52,95.23,19.73,46.29,94
2586,5.6,17.02,36.6,61.34,89.48,56.67,41.63,74.78,86.33,76.71
2587,52.53,14.12,90.86,83.18,72.31,13.32,20.16,33.18,44.47,54.61
2588,0.66,20.71,45.16,77.53,69.73,93.75,64.46,63.41,47.73,79.18
2589,18.36,83.62,4.54,12.16,33.85,9.25,99.22,80.69,65.64,39.77
2590,5.86,6.8,1.5,48.9,60.71,28.08,91.59,40.71,45.13,6.24
2591,59.59,29.25,49.51,22.25,49.54,37.22,88.02,50.68,16.47,97.76
2592,48.43,71.54,17.94,45.9,94.21,84.64,57.32,62.18,53.02,69.87
2593,16.57,89.07,0.34,83.05,45.34,29.67,13.21,44.5,52.85,41.84
2594,81.64,50.51,62.65,86.6,83.28,0.49,35.27,16.18,54.96,12.6
2595,54.23,61.85,93.94,41.54,55.36,76.77,31.07,50.43,77.94,80.73
2596,87.77,54.69,99.8,8.01,38.93,38.65,82.88,37.59,3.68,44.99
2597,93.3,92.98,40.13,86.71,26.23,51.57,50.73,67.87,32.78,20.13
2598,5.84,90.63,67.75,81.33,17.05,78.64,80.85,56.93,72.04,25.01
2599,35.13,56.15,50.17,71.95,0.5,79.36,6.8,90.14,88.96,69.54
2600,85.18,37,61.41,88.44,24.84,28.98,91.61,51.71,47.91,8.03
2601,82.46,17.47,47.92,6.11,31.13,62.8,92.14,65.62,95.56,81.16
2602,2.06,11.88,66.07,50.53,37.19,19.64,90.51,4.62,84.98,31.32
2603,1.82,31.93,73.79,18.83,2.89,10.07,87,15.23,48.06,61.51
2604,78.02,52.57,46.32,84.88,11.56,6.96,16.55,71.44,8.33,23.21
2605,93.93,74.47,82.01,26.82,45.53,78.5,69.33,28.69,14.17,91.1
2606,58.08,16.29,40.47,72.92,44.93,64.41,87.85,18.19,75.35,98.93
2607,42.77,95.26,1.29,69.61,1.64,40.05,19.41,9.48,79.5,83.55
2608,10.23,26,20.7,35.54,11.63,63.21,82.02,67.88,58.23,81.58
2609,34.25,78.12,38.08,12.67,47.97,1.25,71.15,31.98,7.03,72.24
2610,64.45,61.01,45.48,44.37,88.28,98.67,23.55,35.59,4.53,25.45
2611,28.78,49.04,21.12,19.64,52.73,33.32,36.72,51.56,8.54,56.31
2612,13.01,86.98,55.03,30.82,71.22,8.82,20.57,43.72,96.07,70.23
2613,62.99,33.63,24.52,94.92,71.97,85.67,77.93,48.81,97.52,86.06
2614,33.2,84.95,2.68,43.59,42.41,51.52,50.1,98.75,39.92,50.92
2615,63.27,8.95,54.99,25.71,30.1,50.31,67.87,64.75,87.21,29.89
2616,52.18,97.35,58.41,44.31,55.6,33.96,90.96,31.05,18.17,81.51
2617,46.07,98.71,30.17,49.04,56.79,30.41,88.27,75.24,17.76,83.23
2618,87.21,4.34,52.23,5.13,82.25,56.98,99.67,48.96,1.17,39.58
2619,94.49,50.74,42.35,31.74,17.17,44.21,23.56,17.76,5.34,57.08
2620,19.34,80.48,24.44,91.53,66.09,79.72,84.84,39.33,15.27,23.68
2621,77.05,59.61,48.8,55.51,21.69,85.22,8.63,47.13,30.04,28.14
2622,30.81,74.13,51.09,60.62,49.01,43.31,40.78,75.08,40.2,67.81
2623,94.3,3.23,32.73,81.59,24.98,51.19,28.59,14.38,18.32,26.86
2624,43.75,2.45,25.87,87.52,94.88,87.38,57.91,83.73,0.53,88.45
2625,29.62,35.36,88.2,61.3,98.84,99.41,1.88,70.74,1.42,43.85
2626,48.84,16.84,99.76,9.64,35.29,92.64,54.59,9.97,11.64,85.24
2627,7.05,40.21,3.87,52.13,49.91,17.8,24.67,16.78,94.89,88.94
2628,2.91,70.83,38.92,11.7,25.81,11.11,6.85,72.56,32.01,33.87
2629,64.72,23.36,43.39,47.73,1.46,58.33,78.6,42.99,29.98,29.34
2630,52.8,34.75,53.15,4.17,67.63,61.94,20.95,56.26,21.51,18.54
2631,99.97,22.85,99.19,32.59,12.22,97.96,87.1,37.86,9.54,45.91
2632,83.52,10.78,78.8,29.21,64.89,55.1,96.1,26.78,78.67,95.93
2633,64.63,22.04,59.74,5.7,74.18,23.12,73.1,21.82,52.09,73.4
2634,71.37,8.23,4.07,53.82,61.75,94.94,80.12,93.32,44.33,43.13
2635,42.4,41.42,27.12,54.77,84.09,39.43,22.21,95.02,86.03,66.41
2636,38.1,73.75,57.1,17.63,50.11,38.87,21.36,96.92,12.2,87.07
2637,65.84,41.94,35.14,97.32,17.3,69.75,61.26,16.66,8.74,49.25
2638,25.08,39.78,52.4,43.26,85.52,93.21,3.49,72.72,20.37,44.8
2639,39.3,39.32,91.51,90.63,43.79,89.76,82.89,92.05,35.8,46.61
2640,33.22,71.4,47.24,92.82,30.16,77.69,73.3,13.86,0.44,21.95
2641,4.96,7.06,74.3,10.02,96.36,64.56,40.22,36.59,7.26,82
2642,17.91,64.73,97.18,78.99,46.12,62.08,35.51,42.33,51.96,1.78
2643,85.76,63.71,26.4,50.56,85.64,83.94,59.36,93,71.07,60.79
2644,21.83,45.05,70.19,74.73,67.29,39.6,87.1,33.19,10.69,29.29
2645,89.52,22.34,12.66,64.36,72.65,3.69,24.67,45.2,90.98,63.4
2646,66.78,43.75,31.64,46.64,78.64,86.55,8.54,25.95,20.59,53.14
2647,89.39,11.99,57.1,0.75,18.05,97.44,99.05,40.45,93.8,82.45
2648,81.48,8.29,68.02,1.28,15.75,87.28,8.19,21.72,11.02,0.12
2649,34.23,42.94,73.87,83.87,73.85,1.03,42.62,43.04,53.26,5.27
2650,39.08,47.85,91.91,89.29,77.98,97.8,44.81,77.25,59.22,29.18
2651,17.09,92.96,63.14,44.09,57.31,35.5,41.85,81.83,98.41,55.46
2652,52.17,50.37,39.64,38.7,95.65,65.04,10.51,28.94,87.02,30.95
2653,91.96,5.37,16.04,28.09,84.77,0.5,1.98,62.35,57.42,88.56
2654,11.49,27.64,36.96,62.92,29.54,27.13,77.24,29.69,67.41,86.78
2655,86.73,39.95,1.38,3.64,91.22,69.41,6.35,30.65,40.2,84.38
2656,35.45,59.48,76.13,11.89,97.51,92.73,60.73,79.32,28.73,46.72
2657,2.62,71.55,43.48,29.32,8.5,59.85,17.42,74.53,88.64,30.34
2658,54.34,55.52,20.03,89.45,11.5,30.7,12.94,77.81,23.02,69.6
2659,67.8,72.87,20.24,51.12,83.84,92.81,13,55.31,22.93,76.88
2660,31.42,9.32,50.28,80.18,92.93,41.64,75.71,98.87,6.51,5.22
2661,14.34,68.92,19.32,31.88,66.85,40.52,91.29,80.7,89.49,6.71
2662,47.05,31.98,46.03,98.17,1.08,20.9,16.57,1.72,48.08,49.16
2663,33.75,22.12,19,6.01,28.6,79.93,62.87,41.43,25.25,93.06
2664,8.11,73.28,84.58,33.03,40.83,19.23,11.42,16.67,42.44,80.1
2665,27.4,28.1,91.92,92.64,6.15,51.05,74.78,94.4,49.26,87.88
2666,40.19,0.98,43.86,68.35,24.41,34.93,91.89,78.73,52.06,57.16
2667,23.89,41.48,88.37,50.73,66.67,72.64,79.99,74.4,98.59,2.7
2668,22.14,55.01,49.43,80.15,17.96,42.21,2.55,98.72,94.32,24.91
2669,72.02,36.3,39.71,16.73,37.71,52.72,4.3,51.4,1.71,9.16
2670,20.51,16.14,3.71,30.55,58.39,0.75,69.1,37.39,4.77,59.63
2671,37.82,62.14,32.73,72.73,8.97,19.88,59.31,64.2,10.87,26.4
2672,14.82,22.74,3.54,99.7,91.07,70.71,30.98,83,74.55,85.62
2673,75.41,19.7,71.41,71.89,37.3,49.26,5.92,32.56,27.01,61.29
2674,44.5,37.23,9.98,8.47,88.89,88.53,35.79,60.48,94.61,29.69
2675,20.46,82.66,63.06,28.32,67.53,35.49,38.72,98.73,10.98,19.48
2676,96.27,59.24,57.69,34.12,48.32,91.31,53.83,85.35,79.48,31.7
2677,93.27,72.85,80.35,72.57,12.29,86.79,31.55,15.82,39.75,82.62
2678,83.67,76.05,66.52,19.28,62.41,54.64,50.16,10.46,64.06,76.91
2679,29.72,57.32,44.99,58.83,51.13,32.98,88.52,10.23,68.94,7.19
2680,40.18,24.67,63.76,2.78,31.75,82.31,28.44,57.71,38.52,31.66
2681,15.57,34.42,63.12,13.39,86.36,95.69,48.07,35.14,76.82,44.65
2682,62.76,97.59,75.33,60.08,5.31,42.6,31.56,42.4,6.32,93.24
2683,44.11,91.91,78.98,29.31,90.4,44.82,59.91,12.66,12.77,0.8
2684,46.25,34.89,51.22,84.93,54.9,29.38,6.09,81.33,30.01,39.94
2685,86.4,73.92,15.3,60.23,22.89,26.47,69.87,1.25,41.41,96.75
2686,75.06,75.02,97.27,80.74,66.12,88.1,22.42,53.08,50.84,45.61
2687,29.32,7.68,16.5,73.91,84.92,15.21,73.92,94.82,86.64,13.26
2688,7.88,83.55,97.68,93.69,18.33,61.17,7.16,85.96,50.53,32.79
2689,45.91,94.46,12.43,33.83,56.78,14.23,8.12,90.23,33.64,27.33
2690,82.17,88.45,62.26,30.81,30.85,69.86,18.09,17.68,5.65,28.77
2691,47.5,24.82,20.24,79.43,36.68,97.15,54.48,64.78,12.61,44.23
2692,52.53,15.25,53.66,8.03,82.54,35.42,45.68,3.28,79.32,18.43
2693,23.41,1.97,71.53,56.18,99.2,41.34,56.05,94.27,41.12,26.51
2694,8.75,23.36,74.43,27.6,38.58,52.41,58.22,0.93,3.26,35.61
2695,49.71,70.08,98.57,94.77,2.3,2.52,36.94,56.31,91.13,78.08
2696,34.28,63.47,86.41,33.06,29.86,91.24,0.91,48.53,35.17,61.08
2697,17.81,57.3,57.33,93.56,56.71,53.19,75.31,74.69,50.97,36.02
2698,85.96,37.31,97.38,27.52,48.96,78.25,29.43,94.17,37.46,43.4
2699,70.04,90.45,15.91,52.74,7.46,39.27,71.11,34.46,7.37,92.42
2700,70.06,95.95,96.33,53.02,50.33,35.58,44.35,12.57,21.15,28.84
2701,83.9,21.47,83.51,52.7,72.6,6.48,50.42,32.55,60.93,72.49
2702,51.61,69.56,28.81,3.09,10.5,49.67,64.35,0.85,33.23,35.97
2703,76.19,31.36,22.69,96.11,42,62.6,72.9,29.46,64.52,11.51
2704,78.45,8.89,24.58,50.98,64.02,59.36,16.99,8.03,30.34,11.38
2705,23.49,96.92,99.49,1.3,64.65,20.26,61.74,64.84,18.95,42.92
2706,39.42,32.79,40.66,40.17,13.51,95.95,17.96,2.78,78.59,75.17
2707,77.98,84.79,43.77,71.02,35.09,87.74,81.57,5.32,42.14,51.19
2708,17.88,50.66,67.82,40.93,88.07,2.38,12.45,5.36,49.45,22.13
2709,34.97,59.07,78.08,56.33,32.23,88.9,99.74,42.49,12.55,76
2710,6.2,9.36,20.22,33.64,47.39,48.23,46.05,51.15,31.85,19.49
2711,66.97,57.21,60.05,20.44,94.55,11.19,81.86,32.24,21.92,83.23
2712,63.48,92.18,29.17,63.05,93.1,27.07,6.33,88.32,30.51,66.23
2713,86.44,84.55,59.02,43.92,63.54,57.86,72.29,60.03,57.24,32.72
2714,25.23,81.5,52.65,4.97,0.33,64.54,5.11,14.35,15.56,31.72
2715,69.06,98.99,7.6,84.82,64.04,68.37,85.02,82.06,3.98,17.04
2716,54.55,25.99,46.88,13.02,62.91,40.59,75.91,58.89,1.62,78.15
2717,81.72,78.49,12.12,61.91,96.35,70.26,95.09,87.4,14.15,68.65
2718,25.6,53.33,27.63,90.58,75.27,28.15,3.11,61.81,11.09,79.14
2719,43.65,62.25,16.48,25.15,42.51,49.76,97.88,65.71,37.52,81.47
2720,74.15,57.82,60.7,98.56,34.19,25.95,47.62,6.61,88.61,69.58
2721,11.66,82.58,97.68,17.62,73.69,12.69,30.38,86.36,92.48,77.35
2722,64.95,73.77,65.97,99.49,49.71,55.49,48.78,36.41,61.2,97.91
2723,95.86,32.52,6.81,56.6,52.17,15.18,60.59,8.08,76.52,86.03
2724,34.83,0.58,99.57,0.59,18.64,81.6,33.78,40.91,66.81,63.06
2725,93.42,18.59,15.1,47.93,64.51,12.94,21.23,53.16,4.82,66.61
2726,79.53,51.13,81.95,66.14,44.36,18.75,70.66,44.01,97.69,31.68
2727,95.78,64.67,23.01,76.39,68.77,59.39,75.36,80.14,40.72,73.05
2728,18.31,10.91,31.91,97.14,91.63,92.35,50.51,81.29,90.63,84.37
2729,14.03,37.76,45.96,88.22,65.11,52.69,29.61,82.75,64.18,63.82
2730,8.55,2.74,49.15,14.46,16.34,14.87,78.37,43.82,22.31,78.37
2731,41.46,40.3,71.56,89.3,37.42,88.77,16.92,13.84,52.01,30.01
2732,65.99,28.79,81.9,37.8,97.64,28.11,12.89,15.15,28.06,63.72
2733,27.08,35.16,58.86,53,28.17,12.31,45.08,98.86,5.89,89.86
2734,53.17,61.45,7.52,30.61,34.18,29.56,91.39,44.87,30.53,68.77
2735,77.57,76.34,18.02,58.37,38.13,56.48,83.64,89.59,3.45,69.81
2736,35.01,23.34,35.06,24.99,24.1,5.66,65.98,25.54,88.98,64.65
2737,29.94,69.38,51.67,53.76,61.33,20.38,71.29,66.65,62.96,75.53
2738,69.76,84.09,63.82,49.81,94.68,47.24,1.8,44.22,94.55,5.63
2739,51.17,53.66,49.3,4.03,8.75,17.28,32.34,56.13,14.77,2.05
2740,25.67,58.42,4.14,59,76.48,47.52,79.58,69.57,11.15,61.48
2741,24.04,93.43,19.49,61.1,47.73,18.5,16.47,92.14,37.6,20.69
2742,39.2,47.27,39.42,53.45,1.76,28.78,93.77,4.52,89.85,36.75
